Q,long,lat,output,season,,,,,,,,,
185.1228336,9,1,75.64022708,5,,,,,,,,,
38.47861928,5,3,60.98213442,5,,,,,,,,,
152.4699717,2,4,69.49676307,5,,,,,,,,,
96.39591892,6,9,67.41363065,5,,,,,,,,,
255.5184652,6,9,72.62915368,5,,,,,,,,,
99.18730188,8,4,59.9594541,5,,,,,,,,,
69.01716226,9,1,72.77276341,5,,,,,,,,,
163.3913173,3,8,59.69778039,5,,,,,,,,,
199.0016133,3,8,59.32713112,5,,,,,,,,,
370.2514161,3,8,73.37441514,5,,,,,,,,,
347.500655,6,9,58.77397428,5,,,,,,,,,
185.2212169,6,9,69.58797099,5,,,,,,,,,
70.29895809,6,9,75.14008037,5,,,,,,,,,
110.4925202,4,6,66.09482959,5,,,,,,,,,
179.173197,2,4,70.25005454,5,,,,,,,,,
213.28278,8,4,81.98235583,5,,,,,,,,,
251.0289912,7,2,77.21106604,5,,,,,,,,,
115.8999102,8,4,72.09642398,5,,,,,,,,,
125.6575584,3,8,89.36453983,5,,,,,,,,,
251.0612832,2,4,72.68208199,5,,,,,,,,,
85.71374167,3,8,67.48351675,5,,,,,,,,,
303.0081344,3,8,71.87112463,5,,,,,,,,,
54.5874226,9,1,54.93054132,5,,,,,,,,,
177.5493858,4,6,66.51101059,5,,,,,,,,,
140.9701898,8,4,60.07074269,5,,,,,,,,,
146.190314,3,8,63.86369468,5,,,,,,,,,
295.1149351,8,4,76.76509556,5,,,,,,,,,
167.1515204,2,4,70.12384363,5,,,,,,,,,
118.5010206,3,8,69.39291899,5,,,,,,,,,
144.3146093,7,2,66.79191322,5,,,,,,,,,
159.2610138,6,9,71.39006188,5,,,,,,,,,
289.2863558,2,4,88.10258972,5,,,,,,,,,
113.969768,9,1,58.26897057,5,,,,,,,,,
157.4058691,9,1,48.33781949,5,,,,,,,,,
217.8078094,1,2,74.2262872,5,,,,,,,,,
149.5144115,6,9,61.73085394,5,,,,,,,,,
206.7182098,3,8,74.43987674,5,,,,,,,,,
79.66139196,5,3,84.45337431,5,,,,,,,,,
181.0114799,2,4,63.28848363,5,,,,,,,,,
243.3030562,9,1,51.39401797,5,,,,,,,,,
247.11174,7,2,86.84859174,5,,,,,,,,,
164.5317051,4,6,76.411032,5,,,,,,,,,
170.725529,9,1,72.11839641,5,,,,,,,,,
256.6686209,4,6,72.98579039,5,,,,,,,,,
112.8649113,3,8,70.39109551,5,,,,,,,,,
257.873524,5,3,51.80996059,5,,,,,,,,,
109.5018873,1,2,63.50815294,5,,,,,,,,,
221.095083,5,3,83.99418769,5,,,,,,,,,
97.69591018,8,4,66.32778724,5,,,,,,,,,
191.7071356,5,3,86.18191676,5,,,,,,,,,
187.6252256,2,4,74.32734568,5,,,,,,,,,
117.7932323,8,4,67.53728919,10,,,,,,,,,
346.786296,4,6,68.98701477,10,,,,,,,,,
245.099479,2,4,66.33463249,10,,,,,,,,,
421.0410901,3,8,77.39835889,10,,,,,,,,,
89.56356415,8,4,66.78551078,10,,,,,,,,,
34.15872785,3,8,64.89530371,10,,,,,,,,,
326.6819167,2,4,72.27108661,10,,,,,,,,,
294.6362193,6,9,77.88770735,10,,,,,,,,,
202.422662,8,4,81.11358187,10,,,,,,,,,
224.7167384,5,3,76.67021521,10,,,,,,,,,
193.5708596,4,6,58.58672726,10,,,,,,,,,
113.1942881,9,1,56.55904762,10,,,,,,,,,
145.4749436,2,4,55.02756641,10,,,,,,,,,
155.7257752,8,4,59.67622054,10,,,,,,,,,
210.223704,7,2,79.26396436,10,,,,,,,,,
196.2537878,6,9,60.59970636,10,,,,,,,,,
128.223707,4,6,72.69647583,10,,,,,,,,,
98.1181852,8,4,70.75091959,10,,,,,,,,,
180.6975635,3,8,67.8605276,10,,,,,,,,,
139.0924058,9,1,59.41658132,10,,,,,,,,,
222.0162103,4,6,59.64080048,10,,,,,,,,,
221.0071765,6,9,64.85229693,10,,,,,,,,,
177.7971222,6,9,71.94021406,10,,,,,,,,,
146.261303,6,9,59.40022198,10,,,,,,,,,
292.7848286,3,8,90.58194877,10,,,,,,,,,
176.7647807,9,1,69.84667289,10,,,,,,,,,
278.1216525,7,2,72.78188667,10,,,,,,,,,
177.4684659,3,8,60.82343134,10,,,,,,,,,
302.6056159,4,6,91.0043079,10,,,,,,,,,
234.7370024,7,2,80.90632177,10,,,,,,,,,
104.5215204,7,2,81.40289486,10,,,,,,,,,
182.0812198,4,6,70.49299455,10,,,,,,,,,
208.8319765,9,1,77.11930584,10,,,,,,,,,
180.5947229,3,8,67.4320514,10,,,,,,,,,
260.6144353,4,6,85.51147614,10,,,,,,,,,
351.5313522,7,2,82.56771347,10,,,,,,,,,
258.8093767,6,9,79.94455376,10,,,,,,,,,
229.1962373,6,9,78.20679309,10,,,,,,,,,
227.2287825,3,8,54.59803351,10,,,,,,,,,
258.8523824,8,4,64.37919276,10,,,,,,,,,
112.8242886,9,1,66.13556457,10,,,,,,,,,
182.8766326,6,9,75.01999132,10,,,,,,,,,
213.9060916,9,1,75.8118879,10,,,,,,,,,
79.51137319,7,2,72.04067721,10,,,,,,,,,
328.0695233,2,4,52.12513834,10,,,,,,,,,
210.6293461,9,1,80.95335757,10,,,,,,,,,
191.635345,6,9,45.61643418,10,,,,,,,,,
413.7327009,1,2,76.51441372,10,,,,,,,,,
135.6751708,9,1,67.34055212,10,,,,,,,,,
112.5217439,6,9,64.13401377,10,,,,,,,,,
225.0478587,4,6,72.57331535,10,,,,,,,,,
352.3707307,6,9,84.59570482,10,,,,,,,,,
356.7597802,1,2,73.10671456,10,,,,,,,,,
253.1580142,4,6,76.16214023,10,,,,,,,,,
205.408171,1,2,77.86977492,10,,,,,,,,,
141.7833988,7,2,73.03237639,10,,,,,,,,,
219.4160664,5,3,57.07858524,10,,,,,,,,,
281.0817558,3,8,48.10551891,10,,,,,,,,,
296.4206822,8,4,77.96125806,10,,,,,,,,,
323.9800811,1,2,66.2996061,10,,,,,,,,,
162.3485287,7,2,77.31834259,10,,,,,,,,,
181.8739744,6,9,38.36300187,10,,,,,,,,,
221.5961282,6,9,65.70623902,10,,,,,,,,,
267.8806619,3,8,74.43660097,10,,,,,,,,,
176.8587089,7,2,71.24107187,10,,,,,,,,,
126.4789191,7,2,59.13447007,10,,,,,,,,,
324.793557,6,9,81.30513659,10,,,,,,,,,
234.1631601,6,9,76.03318199,10,,,,,,,,,
258.510965,6,9,79.50524133,10,,,,,,,,,
203.6449382,5,3,85.01899029,10,,,,,,,,,
309.5140322,6,9,63.8068953,10,,,,,,,,,
244.485839,5,3,83.86236791,10,,,,,,,,,
286.0731701,3,8,66.2785785,10,,,,,,,,,
207.4920169,8,4,77.9246868,10,,,,,,,,,
234.9697009,9,1,65.47019532,10,,,,,,,,,
188.5761107,9,1,68.97535401,10,,,,,,,,,
152.2308033,5,3,65.69761386,10,,,,,,,,,
128.8901523,5,3,66.59564786,10,,,,,,,,,
72.22446985,4,6,69.54662201,10,,,,,,,,,
135.461013,2,4,62.97893665,10,,,,,,,,,
252.773248,8,4,61.4836452,10,,,,,,,,,
119.4321036,8,4,77.66724592,10,,,,,,,,,
104.7044932,2,4,63.37492822,10,,,,,,,,,
159.5098253,3,8,62.24575321,10,,,,,,,,,
178.4386339,4,6,74.8456089,10,,,,,,,,,
336.3079753,6,9,56.12587488,10,,,,,,,,,
287.8407407,8,4,68.61070058,10,,,,,,,,,
335.1399486,1,2,81.33541219,10,,,,,,,,,
181.7159235,2,4,66.35574945,10,,,,,,,,,
62.93922894,7,2,74.78095063,10,,,,,,,,,
200.1113871,2,4,76.64956888,10,,,,,,,,,
222.819987,3,8,67.18183907,10,,,,,,,,,
229.7519762,1,2,68.88073373,10,,,,,,,,,
206.9309406,3,8,67.52119298,10,,,,,,,,,
222.6855748,5,3,54.31842132,10,,,,,,,,,
238.0200291,5,3,77.41829255,10,,,,,,,,,
92.28226768,6,9,58.4719603,10,,,,,,,,,
224.5182295,1,2,85.96112036,10,,,,,,,,,
196.4473253,7,2,69.34935937,10,,,,,,,,,
349.176356,3,8,67.77013932,10,,,,,,,,,
364.8055729,1,2,69.57734025,10,,,,,,,,,
207.9551579,8,4,78.82254213,10,,,,,,,,,
201.2803832,8,4,86.00335035,10,,,,,,,,,
304.2893959,2,4,75.55156637,10,,,,,,,,,
338.8297766,9,1,70.8958319,10,,,,,,,,,
264.5768709,8,4,78.69356766,10,,,,,,,,,
376.7040107,2,4,79.96692926,10,,,,,,,,,
178.6440469,8,4,55.5320662,10,,,,,,,,,
31.57896462,9,1,67.18280881,10,,,,,,,,,
249.4264947,2,4,76.60185877,10,,,,,,,,,
188.1887402,8,4,64.62063714,10,,,,,,,,,
191.3052346,4,6,71.29369417,10,,,,,,,,,
192.1784111,8,4,82.34390188,10,,,,,,,,,
102.2939154,2,4,42.94069228,10,,,,,,,,,
272.3444873,7,2,82.63141554,10,,,,,,,,,
212.3956857,6,9,88.72829305,10,,,,,,,,,
150.378496,6,9,59.08632297,10,,,,,,,,,
203.8337143,5,3,63.52368838,10,,,,,,,,,
21.30869128,8,4,70.56335742,10,,,,,,,,,
154.0879663,5,3,69.87827165,10,,,,,,,,,
153.4493527,4,6,62.66168648,10,,,,,,,,,
251.3355703,1,2,76.25815175,10,,,,,,,,,
211.5865746,7,2,82.63529952,10,,,,,,,,,
111.2241803,7,2,69.57971313,10,,,,,,,,,
163.1690904,3,8,64.48343899,13,,,,,,,,,
262.950772,2,4,75.54059754,13,,,,,,,,,
188.0024007,5,3,77.31213163,13,,,,,,,,,
235.8049897,4,6,57.31283326,13,,,,,,,,,
153.5974803,3,8,67.13822114,13,,,,,,,,,
230.473891,8,4,65.74818816,13,,,,,,,,,
347.3311221,4,6,78.63557022,13,,,,,,,,,
169.8072407,5,3,65.37453393,13,,,,,,,,,
270.4993973,7,2,77.85783632,13,,,,,,,,,
207.4497427,1,2,98.93585219,13,,,,,,,,,
287.5757524,6,9,70.22484565,13,,,,,,,,,
335.5207699,6,9,73.45350494,13,,,,,,,,,
125.7859648,3,8,66.75703026,13,,,,,,,,,
293.9703188,7,2,66.48159277,13,,,,,,,,,
246.500382,9,1,52.08357717,13,,,,,,,,,
96.57941306,9,1,70.08300275,13,,,,,,,,,
234.6459217,5,3,64.463607,13,,,,,,,,,
241.4776129,9,1,89.99536293,13,,,,,,,,,
313.2136179,5,3,71.28096827,13,,,,,,,,,
233.6222757,3,8,72.77976587,13,,,,,,,,,
284.5241786,1,2,75.62665318,13,,,,,,,,,
252.8860821,1,2,68.07056103,13,,,,,,,,,
270.1856636,9,1,58.76636655,13,,,,,,,,,
286.9883824,5,3,70.32190197,13,,,,,,,,,
230.2307886,5,3,70.76664988,13,,,,,,,,,
184.5780707,7,2,66.11468782,13,,,,,,,,,
407.9592304,4,6,69.45887863,13,,,,,,,,,
182.5698337,5,3,79.37601885,13,,,,,,,,,
161.0521467,8,4,73.62890808,13,,,,,,,,,
267.5256528,4,6,76.80907412,13,,,,,,,,,
259.1716298,6,9,69.68311132,13,,,,,,,,,
188.1723298,9,1,67.9545715,13,,,,,,,,,
112.5632552,9,1,70.60910762,13,,,,,,,,,
324.1642471,1,2,78.10285579,13,,,,,,,,,
298.5376473,3,8,82.57721875,13,,,,,,,,,
261.5526426,3,8,71.00708721,13,,,,,,,,,
258.3926001,5,3,62.57244363,13,,,,,,,,,
185.2133181,9,1,101.0224442,13,,,,,,,,,
275.966639,7,2,73.61855509,13,,,,,,,,,
250.269491,6,9,83.422472,13,,,,,,,,,
92.94468443,6,9,55.30266565,13,,,,,,,,,
199.3004386,2,4,83.17789407,13,,,,,,,,,
210.9465189,1,2,48.09459093,13,,,,,,,,,
299.9412699,6,9,84.04753531,13,,,,,,,,,
319.6591251,4,6,60.93241672,13,,,,,,,,,
161.3834084,1,2,59.28270464,13,,,,,,,,,
208.9334089,5,3,78.3525503,13,,,,,,,,,
361.5979134,1,2,69.32511884,13,,,,,,,,,
146.2927092,7,2,57.81753675,13,,,,,,,,,
274.5696599,1,2,74.1059323,13,,,,,,,,,
218.0308151,9,1,75.31829886,13,,,,,,,,,
254.6021455,3,8,83.25888036,13,,,,,,,,,
194.5319299,7,2,70.09223982,13,,,,,,,,,
290.0744761,2,4,69.48436843,13,,,,,,,,,
211.1563033,7,2,68.64584436,13,,,,,,,,,
301.4031962,3,8,75.81808077,13,,,,,,,,,
275.4631375,7,2,97.86006883,13,,,,,,,,,
197.4600033,5,3,86.81546808,13,,,,,,,,,
217.3738058,1,2,69.19609579,13,,,,,,,,,
151.2957473,8,4,75.94295347,13,,,,,,,,,
145.1018705,8,4,74.08991461,13,,,,,,,,,
166.1649632,3,8,67.49097569,13,,,,,,,,,
292.7432447,7,2,71.5534873,13,,,,,,,,,
357.8913137,1,2,67.15828103,13,,,,,,,,,
157.3995022,7,2,33.91666334,13,,,,,,,,,
166.5658616,9,1,61.52634778,13,,,,,,,,,
119.2025429,4,6,69.59567961,13,,,,,,,,,
112.1574816,4,6,62.33143024,13,,,,,,,,,
254.6700414,6,9,74.84897242,13,,,,,,,,,
249.2890664,4,6,72.56873933,13,,,,,,,,,
73.68766401,5,3,63.33607476,13,,,,,,,,,
427.2946862,1,2,84.83134855,13,,,,,,,,,
280.5190442,1,2,66.36583279,13,,,,,,,,,
299.9824466,1,2,67.97847581,13,,,,,,,,,
321.6396956,6,9,60.35761205,13,,,,,,,,,
185.908167,9,1,86.30478273,13,,,,,,,,,
265.1440199,1,2,83.06872366,13,,,,,,,,,
172.9794668,8,4,71.87924918,13,,,,,,,,,
202.6669786,9,1,76.34123545,13,,,,,,,,,
241.1359893,5,3,76.52890621,13,,,,,,,,,
228.0159814,1,2,66.2702757,13,,,,,,,,,
223.4669832,9,1,53.3991837,13,,,,,,,,,
344.8482894,3,8,81.10987832,13,,,,,,,,,
143.6810762,9,1,69.92625191,13,,,,,,,,,
256.2264209,1,2,67.98628826,13,,,,,,,,,
331.4377961,2,4,49.56715038,13,,,,,,,,,
231.4000499,7,2,73.30191695,13,,,,,,,,,
256.0049611,5,3,61.94912683,13,,,,,,,,,
98.11355452,7,2,75.24295043,13,,,,,,,,,
208.1256279,7,2,74.46106133,13,,,,,,,,,
266.2208837,5,3,65.1141646,13,,,,,,,,,
472.4147469,3,8,84.12242001,13,,,,,,,,,
381.6834013,2,4,85.37596718,13,,,,,,,,,
220.8054239,2,4,58.96206393,13,,,,,,,,,
217.8708986,4,6,58.66760478,13,,,,,,,,,
285.4221194,4,6,59.840126,13,,,,,,,,,
258.6513895,8,4,60.65036747,13,,,,,,,,,
143.9148291,9,1,80.3807646,13,,,,,,,,,
152.5233719,2,4,60.08056633,13,,,,,,,,,
288.0008555,4,6,61.34035387,13,,,,,,,,,
251.3566163,6,9,83.03270439,13,,,,,,,,,
242.8358873,2,4,61.50561063,13,,,,,,,,,
190.5738819,9,1,71.18968215,13,,,,,,,,,
203.6868207,9,1,76.72204053,13,,,,,,,,,
212.965545,9,1,73.52779581,13,,,,,,,,,
213.9029189,9,1,59.04573201,13,,,,,,,,,
333.7929694,8,4,64.26208307,13,,,,,,,,,
238.3425305,8,4,76.92461036,13,,,,,,,,,
210.7935432,3,8,56.20456731,13,,,,,,,,,
141.8558546,3,8,50.30698504,13,,,,,,,,,
280.8623938,9,1,73.22124444,13,,,,,,,,,
232.120699,7,2,85.89240769,13,,,,,,,,,
201.0742625,6,9,63.13267992,13,,,,,,,,,
276.4799984,1,2,62.59863363,13,,,,,,,,,
207.859321,1,2,78.79606454,13,,,,,,,,,
232.5742479,1,2,85.36957683,13,,,,,,,,,
63.07569043,7,2,57.7142833,13,,,,,,,,,
308.8175007,9,1,77.03751857,13,,,,,,,,,
278.8101938,6,9,87.2832624,13,,,,,,,,,
274.2115291,3,8,66.92608306,13,,,,,,,,,
249.9362631,8,4,68.28111106,13,,,,,,,,,
223.1072208,1,2,72.19938596,13,,,,,,,,,
199.7308143,7,2,81.87591223,13,,,,,,,,,
260.1766395,3,8,64.37795795,13,,,,,,,,,
339.1253217,4,6,70.56904679,13,,,,,,,,,
305.7097984,2,4,82.87474544,13,,,,,,,,,
344.7261428,3,8,72.01093059,13,,,,,,,,,
363.4717143,2,4,72.54629891,13,,,,,,,,,
107.3758691,9,1,59.96484752,13,,,,,,,,,
238.80616,8,4,88.42447907,13,,,,,,,,,
171.4866059,4,6,88.7824328,13,,,,,,,,,
248.5553681,4,6,70.84575326,13,,,,,,,,,
313.8829869,7,2,62.6154476,13,,,,,,,,,
222.4297401,7,2,87.91747086,13,,,,,,,,,
329.1428128,1,2,79.42003065,13,,,,,,,,,
297.8414954,5,3,66.75136606,13,,,,,,,,,
317.6326858,6,9,60.62658422,13,,,,,,,,,
237.8984294,7,2,81.97211562,13,,,,,,,,,
264.0982219,7,2,74.40714568,13,,,,,,,,,
140.2389263,8,4,62.80892453,13,,,,,,,,,
281.6478194,6,9,68.32509058,13,,,,,,,,,
161.3140366,9,1,56.66105531,13,,,,,,,,,
228.4704901,3,8,81.54840573,13,,,,,,,,,
400.24911,4,6,62.9967091,13,,,,,,,,,
326.8508007,9,1,66.45526951,13,,,,,,,,,
395.9985924,1,2,87.60522226,13,,,,,,,,,
246.9071724,3,8,98.11970769,13,,,,,,,,,
294.8196001,3,8,87.78746744,13,,,,,,,,,
125.3330842,6,9,59.98877507,13,,,,,,,,,
253.4413111,7,2,72.69715674,13,,,,,,,,,
231.1762215,5,3,95.27876197,13,,,,,,,,,
262.8171671,2,4,63.35396978,13,,,,,,,,,
175.9450481,7,2,59.5444477,13,,,,,,,,,
151.7109844,8,4,51.23694561,13,,,,,,,,,
225.3341499,6,9,67.10820705,13,,,,,,,,,
228.6540615,6,9,73.7475577,5,,,,,,,,,
183.4225045,6,9,81.56756768,5,,,,,,,,,
300.2556533,4,6,64.11213499,5,,,,,,,,,
75.10037134,9,1,86.15964133,5,,,,,,,,,
185.8060529,8,4,63.64977274,5,,,,,,,,,
204.6185861,3,8,77.83807934,5,,,,,,,,,
176.6779451,8,4,81.5127994,5,,,,,,,,,
311.4563199,7,2,84.78648869,5,,,,,,,,,
120.9159777,2,4,60.68157475,5,,,,,,,,,
304.5208384,3,8,57.4679167,5,,,,,,,,,
160.416152,8,4,63.40718313,5,,,,,,,,,
139.7865658,4,6,63.61664586,5,,,,,,,,,
218.6982719,3,8,81.2477349,5,,,,,,,,,
154.3280111,7,2,74.09874737,5,,,,,,,,,
50.8588823,2,4,71.23968222,5,,,,,,,,,
174.1013102,7,2,68.95194275,5,,,,,,,,,
171.7295255,6,9,54.63613691,5,,,,,,,,,
48.40934613,7,2,64.09494759,5,,,,,,,,,
151.6187736,3,8,56.84191631,5,,,,,,,,,
87.46189615,2,4,76.62022778,5,,,,,,,,,
231.4662608,3,8,66.73828643,5,,,,,,,,,
206.2672944,2,4,73.08153979,5,,,,,,,,,
92.96896722,4,6,57.32635056,5,,,,,,,,,
230.5790215,5,3,68.80180319,5,,,,,,,,,
296.9730797,4,6,64.10928718,5,,,,,,,,,
219.1098584,3,8,72.23949375,5,,,,,,,,,
99.9762441,9,1,73.22934827,5,,,,,,,,,
242.786483,6,9,64.16018129,5,,,,,,,,,
181.8863174,5,3,67.99569202,5,,,,,,,,,
253.228006,6,9,60.12340379,5,,,,,,,,,
140.762365,1,2,61.40566658,5,,,,,,,,,
255.3693792,8,4,80.51083694,5,,,,,,,,,
188.6747817,2,4,69.93315396,5,,,,,,,,,
197.2937668,8,4,58.31050197,5,,,,,,,,,
125.5570189,9,1,75.69187636,5,,,,,,,,,
150.2928232,6,9,70.49152092,5,,,,,,,,,
147.0606301,2,4,59.689872,5,,,,,,,,,
120.4882749,3,8,74.53433272,5,,,,,,,,,
191.7777659,9,1,72.32685786,5,,,,,,,,,
209.7419107,4,6,47.24773124,5,,,,,,,,,
169.9187519,8,4,73.50043418,5,,,,,,,,,
189.8427979,2,4,85.16678308,5,,,,,,,,,
160.417469,9,1,70.00714187,5,,,,,,,,,
284.3827795,7,2,58.07929191,5,,,,,,,,,
175.7430157,8,4,75.87515053,5,,,,,,,,,
128.4073059,6,9,48.93392674,5,,,,,,,,,
73.06740719,5,3,59.27418505,5,,,,,,,,,
234.9845923,6,9,70.11856665,5,,,,,,,,,
321.7712698,5,3,74.24803761,5,,,,,,,,,
287.8417724,2,4,74.11835509,5,,,,,,,,,
223.3629216,1,2,70.4979923,5,,,,,,,,,
286.9197043,8,4,77.24164353,5,,,,,,,,,
286.007551,3,8,77.21052808,5,,,,,,,,,
137.4269762,4,6,68.22899647,5,,,,,,,,,
290.6501974,4,6,54.22569562,5,,,,,,,,,
315.9140487,4,6,92.11049176,5,,,,,,,,,
228.3264906,9,1,72.76145178,5,,,,,,,,,
73.80506355,7,2,74.25240047,5,,,,,,,,,
279.4543051,2,4,74.53405429,5,,,,,,,,,
252.7439033,6,9,69.44872761,5,,,,,,,,,
178.9914864,3,8,56.36064669,5,,,,,,,,,
128.7334315,9,1,76.71805772,5,,,,,,,,,
246.7211703,5,3,74.81937654,5,,,,,,,,,
279.0736362,5,3,78.25715593,5,,,,,,,,,
101.1532825,8,4,69.98119894,5,,,,,,,,,
110.0408496,8,4,60.80456207,5,,,,,,,,,
386.2351611,1,2,76.27174498,5,,,,,,,,,
324.2209599,5,3,85.90954441,5,,,,,,,,,
83.21004064,5,3,72.85278751,5,,,,,,,,,
279.8380292,6,9,94.24863487,5,,,,,,,,,
326.0502449,4,6,62.13936307,5,,,,,,,,,
182.6553041,7,2,71.74410991,5,,,,,,,,,
131.7972261,7,2,79.05433657,5,,,,,,,,,
309.0670599,4,6,73.85583177,5,,,,,,,,,
183.4892489,6,9,64.740642,5,,,,,,,,,
79.56844388,1,2,78.49241168,5,,,,,,,,,
107.6126067,2,4,57.56451336,5,,,,,,,,,
151.150678,7,2,56.87179396,5,,,,,,,,,
310.4820856,9,1,71.67424168,5,,,,,,,,,
153.2269792,9,1,81.94518924,5,,,,,,,,,
225.6020263,5,3,95.50916726,5,,,,,,,,,
211.881886,9,1,65.10417441,5,,,,,,,,,
155.7258406,5,3,83.19338765,5,,,,,,,,,
208.7988748,4,6,60.87651902,5,,,,,,,,,
113.9736257,6,9,60.90579015,5,,,,,,,,,
108.2294083,6,9,73.79294832,5,,,,,,,,,
201.6607533,6,9,60.28409765,5,,,,,,,,,
124.50412,4,6,67.98380664,5,,,,,,,,,
-5.297709698,8,4,69.0593545,5,,,,,,,,,
117.4609913,3,8,68.48504051,5,,,,,,,,,
284.9140333,1,2,70.50942769,5,,,,,,,,,
201.7459963,7,2,70.04144962,5,,,,,,,,,
244.6943569,5,3,69.86647383,5,,,,,,,,,
220.2386042,3,8,60.98884781,10,,,,,,,,,
178.5409891,5,3,76.74105731,10,,,,,,,,,
149.3106208,4,6,57.26623248,10,,,,,,,,,
291.2396455,7,2,82.49014719,10,,,,,,,,,
211.0491985,5,3,77.55472981,10,,,,,,,,,
131.0764372,2,4,74.17934294,10,,,,,,,,,
126.1765043,3,8,55.59881747,10,,,,,,,,,
267.8442471,5,3,77.47833365,10,,,,,,,,,
307.6625566,6,9,71.34866046,10,,,,,,,,,
162.217379,2,4,76.4548066,10,,,,,,,,,
54.71961063,9,1,70.61873096,10,,,,,,,,,
429.4059728,1,2,85.62037444,10,,,,,,,,,
204.2926767,8,4,70.47029835,10,,,,,,,,,
183.1380871,2,4,75.95990036,10,,,,,,,,,
51.35020339,4,6,55.99003126,10,,,,,,,,,
128.9827697,8,4,64.68143772,10,,,,,,,,,
127.2828933,5,3,83.9498421,10,,,,,,,,,
218.54965,3,8,72.37116407,10,,,,,,,,,
137.1846434,8,4,48.18843243,10,,,,,,,,,
195.6463916,2,4,77.53091244,10,,,,,,,,,
348.0073526,9,1,85.67223545,10,,,,,,,,,
256.0198946,8,4,76.82583983,10,,,,,,,,,
201.8240707,9,1,61.66137864,10,,,,,,,,,
243.1712158,3,8,44.69622701,10,,,,,,,,,
318.4464147,2,4,65.6044254,10,,,,,,,,,
260.8219701,6,9,92.94194849,10,,,,,,,,,
207.3227297,9,1,62.78218609,10,,,,,,,,,
280.2652236,6,9,74.40817483,10,,,,,,,,,
168.6527814,5,3,70.53361071,10,,,,,,,,,
290.4175727,1,2,49.06682,10,,,,,,,,,
72.57733866,8,4,72.92284199,10,,,,,,,,,
312.2765206,2,4,72.65421574,10,,,,,,,,,
300.6410623,5,3,74.28836844,10,,,,,,,,,
216.7492043,5,3,69.28753118,10,,,,,,,,,
216.2297758,1,2,68.9137812,10,,,,,,,,,
149.4390146,4,6,68.30164753,10,,,,,,,,,
258.9740989,2,4,75.37536145,10,,,,,,,,,
220.2184047,6,9,74.09186313,10,,,,,,,,,
306.305466,2,4,73.84948742,10,,,,,,,,,
249.6227072,7,2,48.88406296,10,,,,,,,,,
69.20793682,1,2,76.98902088,10,,,,,,,,,
286.2700896,5,3,76.67988735,10,,,,,,,,,
181.3563171,4,6,64.68883488,10,,,,,,,,,
193.6764438,5,3,62.72888626,10,,,,,,,,,
19.21284715,6,9,66.12157078,10,,,,,,,,,
125.7974312,1,2,70.88264145,10,,,,,,,,,
225.5759938,8,4,81.10851652,10,,,,,,,,,
147.9953004,7,2,73.78005451,10,,,,,,,,,
314.4357942,5,3,65.75083558,10,,,,,,,,,
256.7150797,7,2,92.04969234,10,,,,,,,,,
214.3521403,6,9,84.31388669,10,,,,,,,,,
219.802188,1,2,62.79669926,10,,,,,,,,,
278.5205542,8,4,85.0108524,10,,,,,,,,,
337.5759006,7,2,66.15785069,10,,,,,,,,,
208.8827669,1,2,61.23662088,10,,,,,,,,,
363.9366219,2,4,84.86536149,10,,,,,,,,,
159.2270123,2,4,61.65022756,10,,,,,,,,,
109.0712399,8,4,68.4118492,10,,,,,,,,,
190.7346697,4,6,66.41921987,10,,,,,,,,,
97.04843274,8,4,58.38657153,10,,,,,,,,,
31.49324267,8,4,81.28787104,10,,,,,,,,,
351.2863294,5,3,80.26761646,10,,,,,,,,,
115.773336,6,9,67.96319213,10,,,,,,,,,
212.4079232,4,6,80.16751398,10,,,,,,,,,
224.237299,7,2,74.21785151,10,,,,,,,,,
185.3035001,3,8,59.97607807,10,,,,,,,,,
304.8739487,3,8,85.23485839,10,,,,,,,,,
289.1678186,9,1,70.29700233,10,,,,,,,,,
373.6189839,3,8,68.48680032,10,,,,,,,,,
150.4824045,4,6,79.209818,10,,,,,,,,,
286.1985376,7,2,74.24036403,10,,,,,,,,,
181.4410394,1,2,62.62315559,10,,,,,,,,,
297.6134437,1,2,82.6669702,10,,,,,,,,,
238.5648242,6,9,77.53292178,10,,,,,,,,,
223.6053825,4,6,68.33140469,10,,,,,,,,,
141.0999647,7,2,57.09282947,10,,,,,,,,,
215.1288715,7,2,80.40064045,10,,,,,,,,,
278.339245,9,1,60.8725315,10,,,,,,,,,
239.7056714,2,4,67.21895802,10,,,,,,,,,
211.5202254,1,2,64.23066809,10,,,,,,,,,
181.0944902,4,6,77.43244955,10,,,,,,,,,
274.9834976,6,9,67.46108553,10,,,,,,,,,
136.2213786,9,1,57.53954058,10,,,,,,,,,
76.62557081,8,4,67.29196454,10,,,,,,,,,
352.2970205,2,4,64.72984672,10,,,,,,,,,
219.3744067,4,6,83.51153546,10,,,,,,,,,
295.8108141,1,2,78.51333482,10,,,,,,,,,
220.8277686,2,4,62.34331332,10,,,,,,,,,
224.4774777,5,3,76.98432953,10,,,,,,,,,
219.7831926,8,4,51.8461231,10,,,,,,,,,
177.4182702,4,6,54.86630492,10,,,,,,,,,
157.6615475,6,9,84.40685986,10,,,,,,,,,
250.367523,1,2,70.02383483,10,,,,,,,,,
205.7028872,7,2,63.36939074,10,,,,,,,,,
23.75840917,8,4,60.06868191,10,,,,,,,,,
114.7449004,9,1,70.44255711,10,,,,,,,,,
